콘존ID,콘존길이,기점종점방향구분코드,시작노드ID,종료노드ID,차로수,노선번호,제한속도,노선구성순번,콘존명,버스전용차로유무,도로등급구분코드
0252CZE030,8500,E,90,91,2,252,110,3,서논산IC-탄천IC,0,109
0252CZE040,14500,E,91,93,2,252,110,4,탄천IC-남공주IC,0,109
0252CZE050,7000,E,93,422,2,252,110,5,남공주IC-공주JC,0,109
0252CZE060,2100,E,422,423,2,252,110,6,공주JC-북공주JC,0,109
0252CZE070,14000,E,423,46,2,252,110,7,북공주JC-정안IC,0,109
0252CZE080,12300,E,46,591,2,252,110,8,정안IC-남풍세IC,0,109
0252CZE085,4100,E,591,48,2,252,110,9,남풍세IC-남천안IC,0,109
0252CZE090,2500,E,48,50,2,252,110,10,남천안IC-천안JC,0,109
0252CZS010,8400,S,87,170,2,252,110,10,연무IC-논산JC,0,109
0252CZS020,8700,S,90,87,2,252,110,9,서논산IC-연무IC,0,109
0252CZS030,8500,S,91,90,2,252,110,8,탄천IC-서논산IC,0,109
0252CZS040,14500,S,93,91,2,252,110,7,남공주IC-탄천IC,0,109
0252CZS050,7000,S,422,93,2,252,110,6,공주JC-남공주IC,0,109
0252CZS060,2100,S,423,422,2,252,110,5,북공주JC-공주JC,0,109
0252CZS070,14000,S,46,423,2,252,110,4,정안IC-북공주JC,0,109
0252CZS080,12300,S,48,591,2,252,110,3,남풍세IC-정안IC,0,109
0252CZS085,4100,S,591,46,2,252,110,2,남천안IC-남풍세IC,0,109
0252CZS090,2500,S,50,48,2,252,110,1,천안JC-남천안IC,0,109
0270CZE010,510,E,546,534,2,270,100,1,순천완주선시점-동순천IC,0,101
0270CZE020,5120,E,534,535,2,270,100,2,동순천IC-순천JC,0,101
0270CZE030,19420,E,535,536,2,270,100,3,순천JC-황천IC,0,101
0270CZE040,12760,E,536,537,2,270,100,4,황천IC-구례화엄사IC,0,101
0270CZE050,14780,E,537,538,2,270,100,5,구례화엄사IC-서남원IC,0,101
0270CZE060,5680,E,538,539,2,270,100,6,서남원IC-남원JC,0,101
0270CZE070,3820,E,539,540,2,270,100,7,남원JC-북남원IC,0,101
0270CZE080,13680,E,540,541,2,270,100,8,북남원IC-오수IC,0,101
0270CZE090,9810,E,541,542,2,270,100,9,오수IC-임실IC,0,101
0270CZE100,17250,E,542,543,2,270,100,10,임실IC-상관IC,0,101
0270CZE110,10420,E,543,544,2,270,100,11,상관IC-동전주IC,0,101
0270CZE120,4530,E,544,545,2,270,100,12,동전주IC-완주JC,0,101
0270CZE130,220,E,545,547,2,270,100,13,완주JC-순천완주선종점,0,101
0270CZS010,510,S,534,546,2,270,100,13,동순천IC-순천완주선시점,0,101
0270CZS020,5120,S,535,534,2,270,100,12,순천JC-동순천IC,0,101
0270CZS030,19420,S,536,535,2,270,100,11,황천IC-순천JC,0,101
0270CZS040,12760,S,537,536,2,270,100,10,구례화엄사-황천IC,0,101
0270CZS050,14780,S,538,537,2,270,100,9,서남원IC-구례화엄사IC,0,101
0270CZS060,5680,S,539,538,2,270,100,8,남원JC-서남원IC,0,101
0270CZS070,3820,S,540,539,2,270,100,7,북남원IC-남원JC,0,101
0270CZS080,13680,S,541,540,2,270,100,6,오수IC-북남원IC,0,101
0270CZS090,9810,S,542,541,2,270,100,5,임실IC-오수IC,0,101
0270CZS100,17250,S,543,542,2,270,100,4,상관IC-임실IC,0,101
0270CZS110,10420,S,544,543,2,270,100,3,동전주IC-상관IC,0,101
0270CZS120,4530,S,545,544,2,270,100,2,완주JC-동전주IC,0,101
0270CZS130,220,S,547,545,2,270,100,1,순천완주선종점-완주JC,0,101
0290CZE010,5480,E,636,637,3,290,100,1,남구리IC-중랑IC,0,109
0290CZE020,7070,E,637,638,3,290,100,2,중랑IC-남별내IC,0,109
0290CZE030,6310,E,638,639,3,290,100,3,남별내IC-동의정부IC,0,109
0290CZE040,3310,E,639,640,3,290,100,4,동의정부IC-민락IC,0,109
0290CZE050,5480,E,640,641,3,290,100,5,민락IC-소흘IC,0,109
0290CZE060,2870,E,641,642,3,290,100,6,소흘IC-소흘JC,0,109
0290CZE070,4310,E,642,643,2,290,100,7,소흘JC-선단IC,0,109
0290CZE080,5470,E,643,644,2,290,100,8,선단IC-포천IC,0,109
0290CZE090,4300,E,644,645,2,290,100,9,포천IC-신북IC,0,109
0290CZS010,5480,S,637,636,3,290,100,9,중랑IC-남구리IC,0,109
0290CZS020,7070,S,638,637,3,290,100,8,남별내IC-중랑IC,0,109
0290CZS030,6310,S,639,638,3,290,100,7,동의정부IC-남별내IC,0,109
0290CZS040,3310,S,640,639,3,290,100,6,민락IC-동의정부IC,0,109
0290CZS050,5480,S,641,640,3,290,100,5,소흘IC-민락IC,0,109
0290CZS060,2870,S,642,641,3,290,100,4,소흘JC-소흘IC,0,109
0290CZS070,4310,S,643,642,2,290,100,3,선단IC-소흘JC,0,109
0290CZS080,5470,S,644,643,2,290,100,2,포천IC-선단IC,0,109
0290CZS090,4300,S,645,644,2,290,100,1,신북IC-포천IC,0,109
0300CZE130,8100,E,362,363,2,300,110,1,청주JC-문의청남대IC,0,101
0300CZE140,10700,E,363,364,2,300,110,2,문의청남대IC-회인IC,0,101
0300CZE150,10800,E,364,365,2,300,110,3,회인IC-보은IC,0,101
0300CZE160,6000,E,365,366,2,300,110,4,보은IC-속리산IC,0,101
0300CZE170,16200,E,366,367,2,300,110,5,속리산IC-화서IC,0,101
0300CZE180,19000,E,367,368,2,300,110,6,화서IC-남상주IC,0,101
0300CZE190,9100,E,368,369,2,300,110,7,남상주IC-낙동JC,0,101
0300CZE200,3350,E,369,610,2,300,100,8,낙동JC-상주JC,0,101
0300CZE210,2010,E,610,611,2,300,100,9,상주JC-동상주IC,0,101
0300CZE220,10890,E,611,612,2,300,100,10,동상주IC-서의성IC,0,101
0300CZE230,20020,E,612,613,2,300,100,11,서의성IC-안동JC,0,101
0300CZE240,6100,E,613,614,2,300,100,12,안동JC-북의성IC,0,101
0300CZE250,19160,E,614,615,2,300,100,13,북의성IC-동안동IC,0,101
0300CZE260,13150,E,615,616,2,300,100,14,동안동IC-청송IC,0,101
0300CZE270,9670,E,616,617,2,300,100,15,청송IC-영양IC,0,101
0300CZE280,26520,E,617,618,2,300,100,16,동청송영양IC-영덕IC,0,101
0300CZE290,2040,E,618,619,2,300,110,17,영덕IC-청주영덕선종점,0,101
0300CZS130,8100,S,363,362,2,300,110,18,문의청남대IC-청주JC,0,101
0300CZS140,10700,S,364,363,2,300,110,17,회인IC-문의청남대IC,0,101
0300CZS150,10800,S,365,364,2,300,110,16,보은IC-회인IC,0,101
0300CZS160,6000,S,366,365,2,300,110,15,속리산IC-보은IC,0,101
0300CZS170,7700,S,677,366,2,300,110,14,구병산Hi-속리산IC,0,101
0300CZS175,8500,S,367,677,2,300,80,13,화서IC-구병산Hi,0,101
0300CZS180,19000,S,368,367,2,300,110,12,남상주IC-화서IC,0,101
0300CZS190,9100,S,369,368,2,300,110,11,낙동JC-남상주IC,0,101
0300CZS200,3350,S,610,369,2,300,100,10,상주JC-낙동JC,0,101
0300CZS210,2010,S,611,610,2,300,100,9,동상주IC-상주JC,0,101
0300CZS220,10890,S,612,611,2,300,100,8,서의성IC-동상주IC,0,101
0300CZS230,20020,S,613,612,2,300,100,7,안동JC-서의성IC,0,101
0300CZS240,6100,S,614,613,2,300,100,6,북의성IC-안동JC,0,101
0300CZS250,19160,S,615,614,2,300,100,5,동안동IC-북의성IC,0,101
0300CZS260,13150,S,616,615,2,300,100,4,청송IC-동안동IC,0,101
0300CZS270,9670,S,617,616,2,300,100,3,영양IC-청송IC,0,101
0300CZS280,26520,S,618,617,2,300,100,2,영덕IC-동청송영양IC,0,101
0300CZS290,2040,S,619,618,2,300,110,1,청주영덕선종점-영덕IC,0,101
0301CZE010,4040,E,53,407,2,301,110,1,당진JC-면천IC,0,101
0301CZE020,8660,E,407,408,2,301,110,2,면천IC-고덕IC,0,101
0301CZE030,11680,E,408,409,2,301,110,3,고덕IC-예산수덕IC,0,101
0301CZE040,12510,E,409,410,2,301,110,4,예산수덕IC-신양IC,0,101
0301CZE050,10530,E,410,411,2,301,110,5,신양IC-유구IC,0,101
0301CZE060,9140,E,411,472,2,301,110,6,유구IC-마곡사IC,0,101
0301CZE070,3840,E,472,412,2,301,110,7,마곡사IC-서공주JC,0,101
0301CZE080,2620,E,412,422,2,301,110,8,서공주JC-공주JC,0,101
0301CZE090,2880,E,422,418,2,301,110,9,공주JC-공주IC,0,101
0301CZE100,6990,E,418,419,2,301,110,10,공주IC-서세종IC,0,101
0301CZE110,12560,E,419,420,2,301,110,11,서세종IC-남세종IC,0,101
0301CZE120,6410,E,420,421,2,301,110,12,남세종IC-유성JC,0,101
0301CZS010,4040,S,407,53,2,301,110,12,면천IC-당진JC,0,101
0301CZS020,8660,S,408,407,2,301,110,11,고덕IC-면천IC,0,101
0301CZS030,11680,S,409,408,2,301,110,10,예산수덕IC-고덕IC,0,101
0301CZS040,12510,S,410,409,2,301,110,9,신양IC-예산수덕IC,0,101
0301CZS050,10530,S,411,410,2,301,110,8,유구IC-신양IC,0,101
0301CZS060,9140,S,472,411,2,301,110,7,마곡사IC-유구IC,0,101
0301CZS070,3840,S,412,472,2,301,110,6,서공주JC-마곡사IC,0,101
0301CZS080,2620,S,422,412,2,301,110,5,공주JC-서공주JC,0,101
0301CZS090,2880,S,418,422,2,301,110,4,공주IC-공주JC,0,101
0301CZS100,6990,S,419,418,2,301,110,3,서세종IC-공주IC,0,101
0301CZS110,12560,S,420,419,2,301,110,2,남세종IC-서세종IC,0,101
0301CZS120,6410,S,421,420,2,301,110,1,유성JC-남세종IC,0,101
0320CZE010,6700,E,673,674,2,320,100,1,옥산JC-서오창IC,0,109
0320CZE020,4800,E,674,675,2,320,100,2,서오창IC-오창JC,0,109
0320CZS010,6700,S,674,673,2,320,100,2,서오창IC-옥산JC,0,109
0320CZS020,4800,S,675,674,2,320,100,1,오창JC-서오창IC,0,109
0321CZE010,8010,E,1072,1073,2,321,100,1,아산IC-아산현충사IC,0,101
0321CZE020,8840,E,1073,1074,2,321,100,2,아산현충사IC-서천안IC,0,101
0321CZE030,4130,E,1074,50,2,321,100,3,서천안IC-천안JC,0,101
0321CZS010,8010,S,1073,1072,2,321,100,3,아산현충사IC-아산IC,0,101
0321CZS020,8840,S,1074,1073,2,321,100,2,서천안IC-아산현충사IC,0,101
0321CZS030,4130,S,50,1074,2,321,100,1,천안JC-서천안IC,0,101
0330CZE010,2000,E,505,506,,3300,90,1,고잔TG-정왕IC,0,109
0330CZE020,1700,E,506,313,,3300,90,2,정왕IC-월곶JC,0,109
0330CZE030,4300,E,313,507,,3300,90,3,월곶JC-연성IC,0,109
0330CZE040,2750,E,507,508,,3300,90,4,연성IC-물왕TG,0,109
0330CZE050,1560,E,508,459,,3300,90,5,물왕TG-도리JC,0,109
0330CZE060,1960,E,459,315,,3300,90,6,도리JC-목감IC,0,109
0330CZS010,2000,S,506,505,,3300,90,6,정왕IC-고잔TG,0,109
0330CZS020,1700,S,313,506,,3300,90,5,월곶JC-정왕IC,0,109
0330CZS030,4300,S,507,313,,3300,90,4,연성IC-월곶JC,0,109
0330CZS040,2750,S,508,507,,3300,90,3,물왕TG-연성IC,0,109
0330CZS050,1560,S,459,508,,3300,90,2,도리JC-물왕TG,0,109
0330CZS060,1960,S,315,459,,3300,90,1,목감IC-도리JC,0,109
0351CZE010,4390,E,229,334,2,351,100,1,통영IC-북통영IC,0,101
0351CZE020,10170,E,334,335,2,351,100,2,북통영IC-동고성IC,0,101
0351CZE030,5170,E,335,336,2,351,100,3,동고성IC-고성IC,0,101
0351CZE040,17230,E,336,337,2,351,100,4,고성IC-연화산IC,0,101
0351CZE050,10930,E,337,133,2,351,100,5,연화산IC-진주JC,0,101
0351CZE060,7510,E,133,135,2,351,100,6,진주JC-서진주IC,0,101
0351CZE070,15490,E,135,151,2,351,100,7,서진주IC-단성IC,0,101
0351CZE080,18580,E,151,157,2,351,100,8,단성IC-산청IC,0,101
0351CZE090,7380,E,157,159,2,351,100,9,산청IC-생초IC,0,101
0351CZE100,8330,E,159,162,2,351,100,10,생초IC-함양JC,0,101
0351CZE110,6430,E,162,163,2,351,100,11,함양JC-지곡IC,0,101
0351CZE120,13880,E,163,164,2,351,100,12,지곡IC-서상IC,0,101
0351CZE130,9600,E,164,184,2,351,100,13,서상IC-장수JC,0,101
0351CZE140,14460,E,184,188,2,351,100,14,장수JC-덕유산IC,0,101
0351CZE150,16030,E,188,174,2,351,100,15,덕유산IC-무주IC,0,101
0351CZE160,19160,E,174,171,2,351,100,16,무주IC-금산IC,0,101
0351CZE170,11260,E,171,89,2,351,100,17,금산IC-추부IC,0,101
0351CZE180,8440,E,89,105,2,351,100,18,추부IC-남대전IC,0,101
0351CZE190,3290,E,105,106,2,351,100,19,남대전IC-산내JC,0,101
0351CZE200,4140,E,106,107,4,351,100,20,산내JC-판암IC,0,101
0351CZE210,1990,E,107,108,4,351,100,21,판암IC-비룡JC,0,101
0351CZS010,4390,S,334,229,2,351,100,21,북통영IC-통영IC,0,101
0351CZS020,10170,S,335,334,2,351,100,20,동고성IC-북통영IC,0,101
0351CZS030,5170,S,336,335,2,351,100,19,고성IC-동고성IC,0,101
0351CZS040,17230,S,337,336,2,351,100,18,연화산IC-고성IC,0,101
0351CZS050,10930,S,133,337,2,351,100,17,진주JC-연화산IC,0,101
0351CZS060,7510,S,135,133,2,351,100,16,서진주IC-진주JC,0,101
0351CZS070,15490,S,151,135,2,351,100,15,단성IC-서진주IC,0,101
0351CZS080,18580,S,157,151,2,351,100,14,산청IC-단성IC,0,101
0351CZS090,7380,S,159,157,2,351,100,13,생초IC-산청IC,0,101
0351CZS100,8330,S,162,159,2,351,100,12,함양JC-생초IC,0,101
0351CZS110,6430,S,163,162,2,351,100,11,지곡IC-함양JC,0,101
0351CZS120,13880,S,164,163,2,351,100,10,서상IC-지곡IC,0,101
0351CZS130,9600,S,184,164,2,351,100,9,장수JC-서상IC,0,101
0351CZS140,14460,S,188,184,2,351,100,8,덕유산IC-장수JC,0,101
0351CZS150,16030,S,174,188,2,351,100,7,무주IC-덕유산IC,0,101
0351CZS160,19160,S,171,174,2,351,100,6,금산IC-무주IC,0,101
0351CZS170,11260,S,89,171,2,351,100,5,추부IC-금산IC,0,101
0351CZS180,8440,S,105,89,2,351,100,4,남대전IC-추부IC,0,101
0351CZS190,3290,S,106,105,2,351,100,3,산내JC-남대전IC,0,101
0351CZS200,4140,S,107,106,4,351,100,2,판암IC-산내JC,0,101
0351CZS210,1990,S,108,107,4,351,100,1,비룡JC-판암IC,0,101
0352CZE280,6030,E,67,65,2,352,110,1,남이JC-서청주IC,0,101
0352CZE290,7460,E,65,64,2,352,110,2,서청주IC-오창IC,0,101
0352CZE300,3910,E,64,675,2,352,110,3,오창IC-오창JC,0,101
0352CZE305,4470,E,675,63,2,352,110,4,오창JC-증평IC,0,101
0352CZE310,11930,E,63,62,2,352,110,5,증평IC-진천IC,0,101
0352CZE320,8500,E,62,456,2,352,110,6,진천IC-대소JC,0,101
0352CZE330,4190,E,456,60,2,352,110,7,대소JC-대소IC,0,101
0352CZE340,4510,E,60,662,2,352,110,8,대소IC-삼성Hi,0,101
0352CZE345,8400,E,662,246,2,352,110,9,삼성Hi-일죽IC,0,101
0352CZE350,10600,E,246,584,2,352,110,10,일죽IC-남이천IC,0,101
0352CZE355,6110,E,584,243,2,352,110,11,남이천IC-호법JC,0,101
0352CZE360,2380,E,243,264,4,352,110,12,호법JC-마장JC,0,101
0352CZE370,3310,E,264,266,2,352,110,13,마장JC-서이천IC,0,101
0352CZE380,2300,E,266,678,2,352,110,14,서이천IC-신둔Hi,0,101
0352CZE383,2300,E,678,691,2,352,110,15,신둔Hi-곤지암JC,0,101
0352CZE384,6110,E,691,257,2,352,100,16,곤지암JC-곤지암IC,0,109
0352CZE385,4090,E,257,596,2,352,110,17,곤지암IC-경기광주JC,0,101
0352CZE390,8030,E,596,255,2,352,110,18,경기광주JC-경기광주IC,0,101
0352CZE400,4940,E,255,265,2,352,110,19,경기광주IC-산곡JC,0,101
0352CZE410,4230,E,265,475,4,352,110,20,산곡JC-동서울TG,0,101
0352CZE420,1000,E,475,260,4,352,110,21,동서울TG-하남IC,0,101
0352CZE430,2390,E,260,253,4,352,110,22,하남IC-하남JC,0,101
0352CZS280,6030,S,65,67,2,352,110,21,서청주IC-남이JC,0,101
0352CZS290,7460,S,64,65,2,352,110,20,오창IC-서청주IC,0,101
0352CZS300,3910,S,675,64,2,352,110,19,오창JC-오창IC,0,101
0352CZS305,4470,S,63,675,2,352,110,18,증평IC-오창JC,0,101
0352CZS310,11930,S,62,63,2,352,110,17,진천IC-증평IC,0,101
0352CZS320,8500,S,456,62,2,352,110,16,대소JC-진천IC,0,101
0352CZS330,4190,S,60,456,2,352,110,15,대소IC-대소JC,0,101
0352CZS340,4510,S,662,60,2,352,110,14,삼성Hi-대소IC,0,101
0352CZS345,8400,S,246,662,2,352,110,13,일죽IC-삼성Hi,0,101
0352CZS350,10600,S,584,246,2,352,110,12,남이천IC-일죽IC,0,101
0352CZS355,6110,S,243,584,2,352,110,11,호법JC-남이천IC,0,101
0352CZS360,2380,S,264,243,4,352,110,10,마장JC-호법JC,0,101
0352CZS370,3310,S,266,264,2,352,110,9,서이천IC-마장JC,0,101
0352CZS380,4600,S,691,266,2,352,110,8,곤지암JC-서이천IC,0,101
0352CZS383,6110,S,257,691,2,352,100,7,곤지암IC-곤지암JC,0,109
0352CZS385,4090,S,596,257,2,352,110,6,경기광주JC-곤지암IC,0,101
0352CZS390,8030,S,255,596,2,352,110,5,경기광주IC-경기광주JC,0,101
0352CZS400,4940,S,265,255,2,352,110,4,산곡JC-경기광주IC,0,101
0352CZS410,4230,S,475,265,4,352,110,3,동서울TG-산곡JC,0,101
0352CZS420,1000,S,260,475,4,352,110,2,하남IC-동서울TG,0,101
0352CZS430,2390,S,253,260,4,352,110,1,하남JC-하남IC,0,101
0370CZE010,3900,E,264,482,2,370,110,1,마장JC-서이천IC,0,101
0370CZE020,1700,E,482,678,2,370,110,2,서이천IC-신둔Hi,0,101
0370CZE023,8400,E,678,483,2,370,80,3,신둔Hi-곤지암IC,0,101
0370CZE025,3600,E,483,596,2,370,110,4,곤지암IC-경기광주JC,0,101
0370CZE030,3200,E,596,484,2,370,110,5,경기광주JC-신월천교,0,101
0370CZE040,5300,E,484,485,2,370,110,6,신월천교-천진암교,0,101
0370CZE050,4150,E,485,265,2,370,110,7,천진암교-산곡JC,0,101
0370CZS010,3900,S,482,264,2,370,110,6,서이천IC-마장JC,0,101
0370CZS020,10100,S,483,482,2,370,110,5,곤지암IC-서이천IC,0,101
0370CZS025,3600,S,596,483,2,370,110,4,경기광주JC-곤지암IC,0,101
0370CZS030,3200,S,484,596,2,370,110,3,경기광주JC-신월천교,0,101
0370CZS040,5300,S,485,484,2,370,110,2,천진암교-신월천교,0,101
0370CZS050,4150,S,265,485,2,370,110,1,산곡JC-천진암교,0,101
0400CZE010,2800,E,303,302,3,400,100,1,서평택JC-청북IC,0,101
0400CZE020,5200,E,302,433,3,400,100,2,청북IC-평택JC,0,101
0400CZE030,5700,E,433,679,3,400,100,3,평택JC-평택고덕IC,0,101
0400CZE035,7170,E,679,301,3,400,100,4,평택고덕IC-송탄IC,0,101
0400CZE040,2830,E,301,300,4,400,100,5,송탄IC-안성JC,0,101
0400CZE050,1980,E,300,261,2,400,100,6,안성JC-서안성IC,0,101
0400CZE060,10210,E,261,353,2,400,100,7,서안성IC-남안성IC,0,101
0400CZE070,19510,E,353,466,2,400,100,8,남안성IC-북진천IC,0,101
0400CZE080,2500,E,466,456,2,400,100,9,북진천IC-대소JC,0,101
0400CZE090,7200,E,456,574,2,400,100,10,대소JC-금왕꽃동네IC,0,101
0400CZE095,7310,E,574,571,2,400,100,11,금왕꽃동네IC-음성IC,0,101
0400CZE100,5400,E,571,572,2,400,100,12,음성IC-서충주IC,0,101
0400CZE110,7680,E,572,573,2,400,100,13,서충주IC-충주JC,0,101
0400CZE120,5370,E,573,575,2,400,100,14,충주JC-노은JC,0,101
0400CZE130,12330,E,575,576,2,400,100,15,노은JC-동충주IC,0,101
0400CZE140,23720,E,576,578,2,400,100,16,동충주IC-제천JC,0,101
0400CZS010,2800,S,302,303,3,400,100,16,청북IC-서평택JC,0,101
0400CZS020,5200,S,433,302,3,400,100,15,평택JC-청북IC,0,101
0400CZS030,5700,S,679,433,3,400,100,14,평택고덕IC-평택JC,0,101
0400CZS035,7170,S,301,679,3,400,100,13,송탄IC-평택고덕IC,0,101
0400CZS040,2830,S,300,301,4,400,100,12,안성JC-송탄IC,0,101
0400CZS050,1980,S,261,300,2,400,100,11,서안성IC-안성JC,0,101
0400CZS060,10210,S,353,261,2,400,100,10,남안성IC-서안성IC,0,101
0400CZS070,19510,S,466,353,2,400,100,9,북진천IC-남안성IC,0,101
0400CZS080,2500,S,456,466,2,400,100,8,대소JC-북진천IC,0,101
0400CZS090,7200,S,574,456,2,400,100,7,금왕꽃동네IC-대소JC,0,101
0400CZS095,7310,S,571,574,2,400,100,6,음성IC-금왕꽃동네IC,0,101
0400CZS100,5400,S,572,571,2,400,100,5,서충주IC-음성IC,0,101
0400CZS110,7680,S,573,572,2,400,100,4,충주JC-서충주IC,0,101
0400CZS120,5370,S,575,573,2,400,100,3,노은JC-충주JC,0,101
0400CZS130,12330,S,576,575,2,400,100,2,동충주IC-노은JC,0,101
0400CZS140,23720,S,578,576,2,400,100,1,제천JC-동충주IC,0,101
0450CZE010,2700,E,144,502,2,450,100,1,내서JC-칠원TG,0,101
0450CZE015,790,E,502,148,2,450,100,2,칠원TG-칠원JC,0,101
0450CZE020,5180,E,148,153,2,450,100,3,칠원JC-칠서IC,0,101
0450CZE030,8840,E,153,156,2,450,100,4,칠서IC-남지IC,0,101
0450CZE040,6890,E,156,158,2,450,100,5,남지IC-영산IC,0,101
0450CZE050,11570,E,158,125,2,450,100,6,영산IC-창녕IC,0,101
0450CZE060,16410,E,125,354,2,450,100,7,창녕IC-현풍JC,0,101
0450CZE070,10700,E,354,357,2,450,100,8,현풍JC-고령JC,0,101
0450CZE080,10620,E,357,356,2,450,100,9,고령JC-남성주IC,0,101
0450CZE090,11910,E,356,378,2,450,100,10,남성주IC-성주IC,0,101
0450CZE100,16710,E,378,355,2,450,100,11,성주IC-남김천IC,0,101
0450CZE110,12150,E,355,80,2,450,100,12,남김천IC-김천JC,0,101
0450CZE120,8920,E,80,83,2,450,100,13,김천JC-선산IC,0,101
0450CZE130,15810,E,83,369,2,450,100,14,선산IC-낙동JC,0,101
0450CZE140,7200,E,369,79,2,450,110,15,낙동JC-상주IC,0,101
0450CZE150,13040,E,79,40,2,450,110,16,상주IC-북상주IC,0,101
0450CZE160,7460,E,40,39,2,450,110,17,북상주IC-점촌함창IC,0,101
0450CZE170,13980,E,39,38,2,450,110,18,점촌함창IC-문경새재IC,0,101
0450CZE180,14630,E,38,69,2,450,110,19,문경새재IC-연풍IC,0,101
0450CZE190,14190,E,69,70,2,450,110,20,연풍IC-괴산IC,0,101
0450CZE200,14910,E,70,72,2,450,110,21,괴산IC-충주IC,0,101
0450CZE210,5010,E,72,683,2,450,110,22,충주IC-중앙탑Hi,0,101
0450CZE215,4160,E,683,71,2,450,110,23,중앙탑Hi-북충주IC,0,101
0450CZE220,5220,E,71,573,2,450,110,24,북충주IC-충주JC,0,101
0450CZE225,12090,E,573,57,2,450,100,25,충주JC-감곡IC,0,101
0450CZE230,14530,E,57,262,2,450,110,26,감곡IC-여주JC,0,101
0450CZE240,2340,E,262,570,2,450,110,27,여주JC-남여주IC,0,101
0450CZE245,5440,E,570,488,2,450,110,28,남여주IC-서여주IC,0,101
0450CZE250,9200,E,488,489,2,450,110,29,서여주IC-북여주IC,0,101
0450CZE260,14100,E,489,653,2,450,110,30,북여주IC-남양평Hi,0,101
0450CZE270,5010,E,653,565,2,450,100,31,남양평Hi-양평IC,0,101
0450CZS010,2700,S,502,144,2,450,100,31,칠원TG-내서JC,0,101
0450CZS015,790,S,148,502,2,450,100,30,칠원JC-칠원TG,0,101
0450CZS020,5180,S,153,148,2,450,100,29,칠서IC-칠원JC,0,101
0450CZS030,8840,S,156,153,2,450,100,28,남지IC-칠서IC,0,101
0450CZS040,6890,S,158,156,2,450,100,27,영산IC-남지IC,0,101
0450CZS050,11570,S,125,158,2,450,100,26,창녕IC-영산IC,0,101
0450CZS060,16410,S,354,125,2,450,100,25,현풍JC-창녕IC,0,101
0450CZS070,10700,S,357,354,2,450,100,24,고령JC-현풍JC,0,101
0450CZS080,10620,S,356,357,2,450,100,23,남성주IC-고령JC,0,101
0450CZS090,11910,S,378,356,2,450,100,22,성주IC-남성주IC,0,101
0450CZS100,16710,S,355,378,2,450,100,21,남김천IC-성주IC,0,101
0450CZS110,12150,S,80,355,2,450,100,20,김천JC-남김천IC,0,101
0450CZS120,8920,S,83,80,2,450,100,19,선산IC-김천JC,0,101
0450CZS130,15810,S,369,83,2,450,100,18,낙동JC-선산IC,0,101
0450CZS140,7200,S,79,369,2,450,110,17,상주IC-낙동JC,0,101
0450CZS150,13040,S,40,79,2,450,110,16,북상주IC-상주IC,0,101
0450CZS160,7460,S,39,40,2,450,110,15,점촌함창IC-북상주IC,0,101
0450CZS170,13980,S,38,39,2,450,110,14,문경새재IC-점촌함창IC,0,101
0450CZS180,14630,S,69,38,2,450,110,13,연풍IC-문경새재IC,0,101
0450CZS190,14190,S,70,69,2,450,110,12,괴산IC-연풍IC,0,101
0450CZS200,14910,S,72,70,2,450,110,11,충주IC-괴산IC,0,101
0450CZS210,5010,S,683,72,2,450,110,10,중앙탑Hi-충주IC,0,101
0450CZS215,4160,S,71,683,2,450,110,9,북충주IC-중앙탑Hi,0,101
0450CZS220,5220,S,573,71,2,450,110,8,충주JC-북충주IC,0,101
0450CZS225,12090,S,57,573,2,450,100,7,감곡IC-충주JC,0,101
0450CZS230,14530,S,262,57,2,450,110,6,여주JC-감곡IC,0,101
0450CZS240,2340,S,570,262,2,450,110,5,남여주IC-여주JC,0,101
0450CZS245,5440,S,488,570,2,450,110,4,서여주IC-남여주IC,0,101
0450CZS250,9200,S,489,488,2,450,110,3,북여주IC-서여주IC,0,101
0450CZS260,14100,S,653,489,2,450,110,2,남양평Hi-북여주IC,0,101
0450CZS270,5010,S,565,653,2,450,100,1,양평IC-남양평Hi,0,101
0500CZE005,560,E,494,287,3,500,100,1,영동고속국도시점-서창JC,0,101
0500CZE010,4440,E,287,313,3,500,100,2,서창JC-월곶JC,0,101
0500CZE020,2960,E,313,569,3,500,100,3,월곶JC-군자JC,0,101
0500CZE025,2080,E,569,314,3,500,100,4,군자JC-군자TG,0,101
0500CZE030,2500,E,314,317,3,500,100,5,군자TG-서안산IC,0,101
0500CZE040,3330,E,317,318,3,500,100,6,서안산IC-안산IC,0,101
0500CZE050,1230,E,318,319,3,500,100,7,안산IC-안산JC,0,101
0500CZE060,5600,E,319,503,3,500,100,8,안산JC-둔대JC,0,101
0500CZE065,1720,E,503,322,3,500,100,9,둔대JC-군포IC,0,101
0500CZE070,1390,E,322,321,3,500,100,10,군포IC-동군포IC,0,101
0500CZE080,2150,E,321,258,3,500,100,11,동군포IC-부곡IC,0,101
0500CZE090,2840,E,258,269,3,500,100,12,부곡IC-북수원IC,0,101
0500CZE100,6090,E,269,268,3,500,100,13,북수원IC-동수원IC,0,101
0500CZE110,4900,E,268,309,3,500,100,14,동수원IC-신갈JC,0,101
0500CZE120,6620,E,309,304,3,500,100,15,신갈JC-마성IC,0,101
0500CZE130,1590,E,304,688,3,500,100,16,마성IC-서용인JC,0,101
